,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type_x,id,uri_x,track_href,analysis_url,duration_ms_x,time_signature,album,artists,disc_number,duration_ms_y,explicit,external_ids,external_urls,href,is_local,is_playable,name,popularity,preview_url,track_number,type_y,uri_y,artist-album
4,0.52,0.782,5,-8.134,0,0.0457,0.00107,0.314,0.113,0.166,112.004,audio_features,3HErXAS9DiVd8C9x6CJTYd,spotify:track:3HErXAS9DiVd8C9x6CJTYd,https://api.spotify.com/v1/tracks/3HErXAS9DiVd8C9x6CJTYd,https://api.spotify.com/v1/audio-analysis/3HErXAS9DiVd8C9x6CJTYd,240763,3,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1l9d7B8W0IHy3LqWsxP2SH'}, 'href': 'https://api.spotify.com/v1/artists/1l9d7B8W0IHy3LqWsxP2SH', 'id': '1l9d7B8W0IHy3LqWsxP2SH', 'name': 'Phantogram', 'type': 'artist', 'uri': 'spotify:artist:1l9d7B8W0IHy3LqWsxP2SH'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4H1TE5m2eltLhVKVuB53b1'}, 'href': 'https://api.spotify.com/v1/albums/4H1TE5m2eltLhVKVuB53b1', 'id': '4H1TE5m2eltLhVKVuB53b1', 'images': [{'url': 'https://i.scdn.co/image/ab67616d0000b273ff677a5438b6227cdcc2a49b', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02ff677a5438b6227cdcc2a49b', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851ff677a5438b6227cdcc2a49b', 'width': 64, 'height': 64}], 'is_playable': True, 'name': 'Memory Of A Day', 'release_date': '2024-10-18', 'release_date_precision': 'day', 'total_tracks': 12, 'type': 'album', 'uri': 'spotify:album:4H1TE5m2eltLhVKVuB53b1'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1l9d7B8W0IHy3LqWsxP2SH'}, 'href': 'https://api.spotify.com/v1/artists/1l9d7B8W0IHy3LqWsxP2SH', 'id': '1l9d7B8W0IHy3LqWsxP2SH', 'name': 'Phantogram', 'type': 'artist', 'uri': 'spotify:artist:1l9d7B8W0IHy3LqWsxP2SH'}]",1,240763,False,{'isrc': 'USA2P2454662'},{'spotify': 'https://open.spotify.com/track/3HErXAS9DiVd8C9x6CJTYd'},https://api.spotify.com/v1/tracks/3HErXAS9DiVd8C9x6CJTYd,False,True,Attaway,51,https://p.scdn.co/mp3-preview/0e105af838e47fd3392674162d84a4e61819754b?cid=33d8deeef1ab45eab51ced741d6bf2f4,5,track,spotify:track:3HErXAS9DiVd8C9x6CJTYd,Phantogram: Memory of A Day
5,0.582,0.743,2,-6.728,1,0.0443,0.00032,0.278,0.0874,0.698,100.518,audio_features,7EdZILPuMLvh1zy0HhCV5p,spotify:track:7EdZILPuMLvh1zy0HhCV5p,https://api.spotify.com/v1/tracks/7EdZILPuMLvh1zy0HhCV5p,https://api.spotify.com/v1/audio-analysis/7EdZILPuMLvh1zy0HhCV5p,216197,4,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1l9d7B8W0IHy3LqWsxP2SH'}, 'href': 'https://api.spotify.com/v1/artists/1l9d7B8W0IHy3LqWsxP2SH', 'id': '1l9d7B8W0IHy3LqWsxP2SH', 'name': 'Phantogram', 'type': 'artist', 'uri': 'spotify:artist:1l9d7B8W0IHy3LqWsxP2SH'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4H1TE5m2eltLhVKVuB53b1'}, 'href': 'https://api.spotify.com/v1/albums/4H1TE5m2eltLhVKVuB53b1', 'id': '4H1TE5m2eltLhVKVuB53b1', 'images': [{'url': 'https://i.scdn.co/image/ab67616d0000b273ff677a5438b6227cdcc2a49b', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02ff677a5438b6227cdcc2a49b', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851ff677a5438b6227cdcc2a49b', 'width': 64, 'height': 64}], 'is_playable': True, 'name': 'Memory Of A Day', 'release_date': '2024-10-18', 'release_date_precision': 'day', 'total_tracks': 12, 'type': 'album', 'uri': 'spotify:album:4H1TE5m2eltLhVKVuB53b1'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1l9d7B8W0IHy3LqWsxP2SH'}, 'href': 'https://api.spotify.com/v1/artists/1l9d7B8W0IHy3LqWsxP2SH', 'id': '1l9d7B8W0IHy3LqWsxP2SH', 'name': 'Phantogram', 'type': 'artist', 'uri': 'spotify:artist:1l9d7B8W0IHy3LqWsxP2SH'}]",1,216197,False,{'isrc': 'USA2P2454663'},{'spotify': 'https://open.spotify.com/track/7EdZILPuMLvh1zy0HhCV5p'},https://api.spotify.com/v1/tracks/7EdZILPuMLvh1zy0HhCV5p,False,True,Running Through Colors,43,https://p.scdn.co/mp3-preview/6b349c3eb3d9d87f4f212f1cbb4819d8bc0c8c22?cid=33d8deeef1ab45eab51ced741d6bf2f4,6,track,spotify:track:7EdZILPuMLvh1zy0HhCV5p,Phantogram: Memory of A Day
6,0.52,0.464,7,-6.578,1,0.0264,0.0183,0.778,0.383,0.176,90.001,audio_features,4MlOOgqtrMZ50OmgeodZfZ,spotify:track:4MlOOgqtrMZ50OmgeodZfZ,https://api.spotify.com/v1/tracks/4MlOOgqtrMZ50OmgeodZfZ,https://api.spotify.com/v1/audio-analysis/4MlOOgqtrMZ50OmgeodZfZ,242829,4,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1l9d7B8W0IHy3LqWsxP2SH'}, 'href': 'https://api.spotify.com/v1/artists/1l9d7B8W0IHy3LqWsxP2SH', 'id': '1l9d7B8W0IHy3LqWsxP2SH', 'name': 'Phantogram', 'type': 'artist', 'uri': 'spotify:artist:1l9d7B8W0IHy3LqWsxP2SH'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4H1TE5m2eltLhVKVuB53b1'}, 'href': 'https://api.spotify.com/v1/albums/4H1TE5m2eltLhVKVuB53b1', 'id': '4H1TE5m2eltLhVKVuB53b1', 'images': [{'url': 'https://i.scdn.co/image/ab67616d0000b273ff677a5438b6227cdcc2a49b', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02ff677a5438b6227cdcc2a49b', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851ff677a5438b6227cdcc2a49b', 'width': 64, 'height': 64}], 'is_playable': True, 'name': 'Memory Of A Day', 'release_date': '2024-10-18', 'release_date_precision': 'day', 'total_tracks': 12, 'type': 'album', 'uri': 'spotify:album:4H1TE5m2eltLhVKVuB53b1'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1l9d7B8W0IHy3LqWsxP2SH'}, 'href': 'https://api.spotify.com/v1/artists/1l9d7B8W0IHy3LqWsxP2SH', 'id': '1l9d7B8W0IHy3LqWsxP2SH', 'name': 'Phantogram', 'type': 'artist', 'uri': 'spotify:artist:1l9d7B8W0IHy3LqWsxP2SH'}]",1,242828,False,{'isrc': 'USA2P2454664'},{'spotify': 'https://open.spotify.com/track/4MlOOgqtrMZ50OmgeodZfZ'},https://api.spotify.com/v1/tracks/4MlOOgqtrMZ50OmgeodZfZ,False,True,I Wanna Know,42,https://p.scdn.co/mp3-preview/f816d89223833acbc2cff500930fd7219e001f4c?cid=33d8deeef1ab45eab51ced741d6bf2f4,7,track,spotify:track:4MlOOgqtrMZ50OmgeodZfZ,Phantogram: Memory of A Day
7,0.496,0.676,0,-7.44,1,0.0332,0.000357,0.141,0.12,0.137,115.987,audio_features,2FPZFg04VyVdHx6UsDJUrt,spotify:track:2FPZFg04VyVdHx6UsDJUrt,https://api.spotify.com/v1/tracks/2FPZFg04VyVdHx6UsDJUrt,https://api.spotify.com/v1/audio-analysis/2FPZFg04VyVdHx6UsDJUrt,242545,4,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1l9d7B8W0IHy3LqWsxP2SH'}, 'href': 'https://api.spotify.com/v1/artists/1l9d7B8W0IHy3LqWsxP2SH', 'id': '1l9d7B8W0IHy3LqWsxP2SH', 'name': 'Phantogram', 'type': 'artist', 'uri': 'spotify:artist:1l9d7B8W0IHy3LqWsxP2SH'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4H1TE5m2eltLhVKVuB53b1'}, 'href': 'https://api.spotify.com/v1/albums/4H1TE5m2eltLhVKVuB53b1', 'id': '4H1TE5m2eltLhVKVuB53b1', 'images': [{'url': 'https://i.scdn.co/image/ab67616d0000b273ff677a5438b6227cdcc2a49b', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02ff677a5438b6227cdcc2a49b', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851ff677a5438b6227cdcc2a49b', 'width': 64, 'height': 64}], 'is_playable': True, 'name': 'Memory Of A Day', 'release_date': '2024-10-18', 'release_date_precision': 'day', 'total_tracks': 12, 'type': 'album', 'uri': 'spotify:album:4H1TE5m2eltLhVKVuB53b1'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1l9d7B8W0IHy3LqWsxP2SH'}, 'href': 'https://api.spotify.com/v1/artists/1l9d7B8W0IHy3LqWsxP2SH', 'id': '1l9d7B8W0IHy3LqWsxP2SH', 'name': 'Phantogram', 'type': 'artist', 'uri': 'spotify:artist:1l9d7B8W0IHy3LqWsxP2SH'}]",1,242545,False,{'isrc': 'USA2P2454665'},{'spotify': 'https://open.spotify.com/track/2FPZFg04VyVdHx6UsDJUrt'},https://api.spotify.com/v1/tracks/2FPZFg04VyVdHx6UsDJUrt,False,True,Ashes,41,https://p.scdn.co/mp3-preview/2205bb244cbb7600266951dd61b53c7cedafcdd5?cid=33d8deeef1ab45eab51ced741d6bf2f4,8,track,spotify:track:2FPZFg04VyVdHx6UsDJUrt,Phantogram: Memory of A Day
8,0.502,0.808,2,-5.494,0,0.0316,0.000925,0.0612,0.114,0.431,163.95,audio_features,1p9pkUjr2UsP7G6wpr3dvJ,spotify:track:1p9pkUjr2UsP7G6wpr3dvJ,https://api.spotify.com/v1/tracks/1p9pkUjr2UsP7G6wpr3dvJ,https://api.spotify.com/v1/audio-analysis/1p9pkUjr2UsP7G6wpr3dvJ,253698,4,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1l9d7B8W0IHy3LqWsxP2SH'}, 'href': 'https://api.spotify.com/v1/artists/1l9d7B8W0IHy3LqWsxP2SH', 'id': '1l9d7B8W0IHy3LqWsxP2SH', 'name': 'Phantogram', 'type': 'artist', 'uri': 'spotify:artist:1l9d7B8W0IHy3LqWsxP2SH'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4H1TE5m2eltLhVKVuB53b1'}, 'href': 'https://api.spotify.com/v1/albums/4H1TE5m2eltLhVKVuB53b1', 'id': '4H1TE5m2eltLhVKVuB53b1', 'images': [{'url': 'https://i.scdn.co/image/ab67616d0000b273ff677a5438b6227cdcc2a49b', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02ff677a5438b6227cdcc2a49b', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851ff677a5438b6227cdcc2a49b', 'width': 64, 'height': 64}], 'is_playable': True, 'name': 'Memory Of A Day', 'release_date': '2024-10-18', 'release_date_precision': 'day', 'total_tracks': 12, 'type': 'album', 'uri': 'spotify:album:4H1TE5m2eltLhVKVuB53b1'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1l9d7B8W0IHy3LqWsxP2SH'}, 'href': 'https://api.spotify.com/v1/artists/1l9d7B8W0IHy3LqWsxP2SH', 'id': '1l9d7B8W0IHy3LqWsxP2SH', 'name': 'Phantogram', 'type': 'artist', 'uri': 'spotify:artist:1l9d7B8W0IHy3LqWsxP2SH'}]",1,253698,False,{'isrc': 'USA2P2450378'},{'spotify': 'https://open.spotify.com/track/1p9pkUjr2UsP7G6wpr3dvJ'},https://api.spotify.com/v1/tracks/1p9pkUjr2UsP7G6wpr3dvJ,False,True,Come Alive,43,https://p.scdn.co/mp3-preview/9f0d16d282337fad360ce540e202ee7fdaed14c2?cid=33d8deeef1ab45eab51ced741d6bf2f4,9,track,spotify:track:1p9pkUjr2UsP7G6wpr3dvJ,Phantogram: Memory of A Day
9,0.445,0.754,4,-5.052,0,0.0463,0.000529,0.416,0.164,0.195,148.033,audio_features,4xeMNXaEBLG4hxxNI9Lm8t,spotify:track:4xeMNXaEBLG4hxxNI9Lm8t,https://api.spotify.com/v1/tracks/4xeMNXaEBLG4hxxNI9Lm8t,https://api.spotify.com/v1/audio-analysis/4xeMNXaEBLG4hxxNI9Lm8t,254947,4,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1l9d7B8W0IHy3LqWsxP2SH'}, 'href': 'https://api.spotify.com/v1/artists/1l9d7B8W0IHy3LqWsxP2SH', 'id': '1l9d7B8W0IHy3LqWsxP2SH', 'name': 'Phantogram', 'type': 'artist', 'uri': 'spotify:artist:1l9d7B8W0IHy3LqWsxP2SH'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4H1TE5m2eltLhVKVuB53b1'}, 'href': 'https://api.spotify.com/v1/albums/4H1TE5m2eltLhVKVuB53b1', 'id': '4H1TE5m2eltLhVKVuB53b1', 'images': [{'url': 'https://i.scdn.co/image/ab67616d0000b273ff677a5438b6227cdcc2a49b', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02ff677a5438b6227cdcc2a49b', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851ff677a5438b6227cdcc2a49b', 'width': 64, 'height': 64}], 'is_playable': True, 'name': 'Memory Of A Day', 'release_date': '2024-10-18', 'release_date_precision': 'day', 'total_tracks': 12, 'type': 'album', 'uri': 'spotify:album:4H1TE5m2eltLhVKVuB53b1'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1l9d7B8W0IHy3LqWsxP2SH'}, 'href': 'https://api.spotify.com/v1/artists/1l9d7B8W0IHy3LqWsxP2SH', 'id': '1l9d7B8W0IHy3LqWsxP2SH', 'name': 'Phantogram', 'type': 'artist', 'uri': 'spotify:artist:1l9d7B8W0IHy3LqWsxP2SH'}]",1,254946,False,{'isrc': 'USA2P2454666'},{'spotify': 'https://open.spotify.com/track/4xeMNXaEBLG4hxxNI9Lm8t'},https://api.spotify.com/v1/tracks/4xeMNXaEBLG4hxxNI9Lm8t,False,True,Move In Silence,41,https://p.scdn.co/mp3-preview/78566ba1aa1048d2cd9d1ba4342d1171ef4d4e31?cid=33d8deeef1ab45eab51ced741d6bf2f4,10,track,spotify:track:4xeMNXaEBLG4hxxNI9Lm8t,Phantogram: Memory of A Day
10,0.568,0.812,2,-4.801,1,0.0394,0.000463,0.00279,0.43,0.536,119.992,audio_features,3sgOjO09wOwrjBhA70OfDV,spotify:track:3sgOjO09wOwrjBhA70OfDV,https://api.spotify.com/v1/tracks/3sgOjO09wOwrjBhA70OfDV,https://api.spotify.com/v1/audio-analysis/3sgOjO09wOwrjBhA70OfDV,242730,4,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1l9d7B8W0IHy3LqWsxP2SH'}, 'href': 'https://api.spotify.com/v1/artists/1l9d7B8W0IHy3LqWsxP2SH', 'id': '1l9d7B8W0IHy3LqWsxP2SH', 'name': 'Phantogram', 'type': 'artist', 'uri': 'spotify:artist:1l9d7B8W0IHy3LqWsxP2SH'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4H1TE5m2eltLhVKVuB53b1'}, 'href': 'https://api.spotify.com/v1/albums/4H1TE5m2eltLhVKVuB53b1', 'id': '4H1TE5m2eltLhVKVuB53b1', 'images': [{'url': 'https://i.scdn.co/image/ab67616d0000b273ff677a5438b6227cdcc2a49b', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02ff677a5438b6227cdcc2a49b', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851ff677a5438b6227cdcc2a49b', 'width': 64, 'height': 64}], 'is_playable': True, 'name': 'Memory Of A Day', 'release_date': '2024-10-18', 'release_date_precision': 'day', 'total_tracks': 12, 'type': 'album', 'uri': 'spotify:album:4H1TE5m2eltLhVKVuB53b1'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1l9d7B8W0IHy3LqWsxP2SH'}, 'href': 'https://api.spotify.com/v1/artists/1l9d7B8W0IHy3LqWsxP2SH', 'id': '1l9d7B8W0IHy3LqWsxP2SH', 'name': 'Phantogram', 'type': 'artist', 'uri': 'spotify:artist:1l9d7B8W0IHy3LqWsxP2SH'}]",1,242730,False,{'isrc': 'USA2P2444875'},{'spotify': 'https://open.spotify.com/track/3sgOjO09wOwrjBhA70OfDV'},https://api.spotify.com/v1/tracks/3sgOjO09wOwrjBhA70OfDV,False,True,Happy Again,41,https://p.scdn.co/mp3-preview/86f65508a066c3c2dcda99bcbbeb9137e8e6df7c?cid=33d8deeef1ab45eab51ced741d6bf2f4,11,track,spotify:track:3sgOjO09wOwrjBhA70OfDV,Phantogram: Memory of A Day
11,0.396,0.546,4,-8.655,1,0.0268,0.00177,0.0084,0.0818,0.268,144.001,audio_features,4mEg7vWs7NHa5mJZvK6yOE,spotify:track:4mEg7vWs7NHa5mJZvK6yOE,https://api.spotify.com/v1/tracks/4mEg7vWs7NHa5mJZvK6yOE,https://api.spotify.com/v1/audio-analysis/4mEg7vWs7NHa5mJZvK6yOE,241520,4,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1l9d7B8W0IHy3LqWsxP2SH'}, 'href': 'https://api.spotify.com/v1/artists/1l9d7B8W0IHy3LqWsxP2SH', 'id': '1l9d7B8W0IHy3LqWsxP2SH', 'name': 'Phantogram', 'type': 'artist', 'uri': 'spotify:artist:1l9d7B8W0IHy3LqWsxP2SH'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4H1TE5m2eltLhVKVuB53b1'}, 'href': 'https://api.spotify.com/v1/albums/4H1TE5m2eltLhVKVuB53b1', 'id': '4H1TE5m2eltLhVKVuB53b1', 'images': [{'url': 'https://i.scdn.co/image/ab67616d0000b273ff677a5438b6227cdcc2a49b', 'width': 640, 'height': 640}, {'url': 'https://i.scdn.co/image/ab67616d00001e02ff677a5438b6227cdcc2a49b', 'width': 300, 'height': 300}, {'url': 'https://i.scdn.co/image/ab67616d00004851ff677a5438b6227cdcc2a49b', 'width': 64, 'height': 64}], 'is_playable': True, 'name': 'Memory Of A Day', 'release_date': '2024-10-18', 'release_date_precision': 'day', 'total_tracks': 12, 'type': 'album', 'uri': 'spotify:album:4H1TE5m2eltLhVKVuB53b1'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1l9d7B8W0IHy3LqWsxP2SH'}, 'href': 'https://api.spotify.com/v1/artists/1l9d7B8W0IHy3LqWsxP2SH', 'id': '1l9d7B8W0IHy3LqWsxP2SH', 'name': 'Phantogram', 'type': 'artist', 'uri': 'spotify:artist:1l9d7B8W0IHy3LqWsxP2SH'}]",1,241519,False,{'isrc': 'USA2P2454667'},{'spotify': 'https://open.spotify.com/track/4mEg7vWs7NHa5mJZvK6yOE'},https://api.spotify.com/v1/tracks/4mEg7vWs7NHa5mJZvK6yOE,False,True,Memory Of A Day,40,https://p.scdn.co/mp3-preview/245d5c28f2f9a55f71ad96666157ba925f189d51?cid=33d8deeef1ab45eab51ced741d6bf2f4,12,track,spotify:track:4mEg7vWs7NHa5mJZvK6yOE,Phantogram: Memory of A Day
